epoch,accuracy,loss,val_accuracy,val_loss
7,0.09090909361839294,nan,0.09040909260511398,nan
8,0.09090909361839294,nan,0.09040909260511398,nan
9,0.09090909361839294,nan,0.09040909260511398,nan
10,0.09090909361839294,nan,0.09040909260511398,nan
11,0.09090909361839294,nan,0.09040909260511398,nan
0,0.16979999840259552,nan,0.16949999332427979,nan
1,0.1666666716337204,nan,0.16949999332427979,nan
2,0.1666666716337204,nan,0.16949999332427979,nan
3,0.1666666716337204,nan,0.16949999332427979,nan
4,0.1666666716337204,nan,0.16949999332427979,nan
5,0.1666666716337204,nan,0.16949999332427979,nan
6,0.1666666716337204,nan,0.16949999332427979,nan
7,0.1666666716337204,nan,0.16949999332427979,nan
8,0.1666666716337204,nan,0.16949999332427979,nan
9,0.1666666716337204,nan,0.16949999332427979,nan
10,0.1666666716337204,nan,0.16949999332427979,nan
11,0.1666666716337204,nan,0.16949999332427979,nan
0,0.4303416609764099,2594.454833984375,0.3005000054836273,1.567631721496582
1,0.3070249855518341,3.282163381576538,0.32108333706855774,1.5018599033355713
2,0.26644167304039,3.032731294631958,0.27433332800865173,1.5796095132827759
3,0.27100834250450134,1.6070857048034668,0.26908332109451294,1.5975635051727295
4,0.2703000009059906,1.60102117061615,0.26366665959358215,1.59727144241333
5,0.2670583426952362,1.6241129636764526,0.26508334279060364,1.5881338119506836
6,0.2660749852657318,1.6035314798355103,0.26483333110809326,1.592908501625061
7,0.263658344745636,1.721035122871399,0.26875001192092896,1.594338059425354
8,0.2622833251953125,1.6141433715820312,0.2683333456516266,1.5943878889083862
9,0.26480832695961,1.6033519506454468,0.26608332991600037,1.59348726272583
10,0.265791654586792,1.594494342803955,0.26891666650772095,1.5944310426712036
11,0.2653416693210602,1.5946471691131592,0.26625001430511475,1.593396782875061
0,0.7244499921798706,7978.103515625,0.8185833096504211,442.8802795410156
1,0.8123916387557983,359.53729248046875,0.8326666951179504,116.80840301513672
2,0.730400025844574,606.2858276367188,0.6399166584014893,107.9535140991211
3,0.5653333067893982,152.6191864013672,0.6037499904632568,262.7662658691406
4,0.48836666345596313,55.905670166015625,0.4690000116825104,25.553890228271484
5,0.43826666474342346,38.88249588012695,0.40033334493637085,1.2800832986831665
6,0.3953833281993866,1.6143102645874023,0.39941665530204773,1.2329485416412354
7,0.40408334136009216,1.543013572692871,0.414249986410141,1.2178868055343628
8,0.40020832419395447,1.3157131671905518,0.38591668009757996,1.2621917724609375
9,0.3890500068664551,1.5227898359298706,0.40049999952316284,1.2365434169769287
10,0.39454999566078186,3.1559221744537354,0.38458332419395447,1.2601008415222168
11,0.3128666579723358,8.923636436462402,0.3061666786670685,1.510849118232727
0,0.9136833548545837,0.21871164441108704,0.8399166464805603,0.375945121049881
1,0.986175000667572,0.047896016389131546,0.4599166810512543,1.3964660167694092
2,0.9894999861717224,0.03868301212787628,0.7822499871253967,0.7868950366973877
3,0.9638833403587341,0.10399942845106125,0.4554166793823242,2.3714373111724854
4,0.973841667175293,0.08327292650938034,0.30433332920074463,3.6727311611175537
5,0.977358341217041,0.07370004802942276,0.3086666762828827,5.994304180145264
6,0.9809916615486145,0.0651467889547348,0.5463333129882812,1.7966712713241577
