epoch,accuracy,loss,val_accuracy,val_loss
0,0.8070666790008545,657.1358642578125,0.9191666841506958,31.34225082397461
1,0.8524500131607056,105.60838317871094,0.6644999980926514,46.546287536621094
2,0.8719666600227356,365.7381286621094,0.9624999761581421,0.9907464385032654
3,0.918483316898346,22.692209243774414,0.9581666588783264,0.9307550191879272
4,0.9420833587646484,10.761829376220703,0.981333315372467,0.29705318808555603
5,0.9614499807357788,5.329518795013428,0.8364999890327454,55.023948669433594
6,0.9459333419799805,16.84724235534668,0.9641666412353516,5.036490440368652
7,0.9833166599273682,4.425305366516113,0.9934999942779541,0.1163572147488594
8,0.9202499985694885,20.979995727539062,0.8318333625793457,19.564926147460938
9,0.9320666790008545,8.164682388305664,0.9599999785423279,0.13229940831661224
10,0.9050999879837036,8.872049331665039,0.9551666378974915,0.23512965440750122
11,0.9570000171661377,1.9765040874481201,0.8391666412353516,0.5993949770927429
0,0.6659408807754517,25827.91015625,0.7280454635620117,3820.91845703125
1,0.7283636331558228,1938.517822265625,0.7968636155128479,1553.7818603515625
2,0.7285136580467224,383.1259765625,0.6682272553443909,184.1863250732422
3,0.5845227241516113,119.29060363769531,0.3762272596359253,5.531386375427246
4,0.4936408996582031,17.918676376342773,0.5214999914169312,1.4937924146652222
5,0.467163622379303,2.682873249053955,0.42495453357696533,1.9526574611663818
6,0.35449090600013733,2.167386293411255,0.33500000834465027,1.8688881397247314
7,0.333477258682251,39.58833312988281,0.33250001072883606,1.7308703660964966
8,0.3391681909561157,3.5740199089050293,0.33577272295951843,1.7155735492706299
9,0.34727728366851807,1.7271281480789185,0.3441818058490753,1.6887341737747192
10,0.344650000333786,3.2880842685699463,0.27372726798057556,2.301335334777832
11,0.30862271785736084,1.848004698753357,0.3040909171104431,1.8926186561584473
0,0.09528181701898575,nan,0.09031818062067032,nan
1,0.09090909361839294,nan,0.09031818062067032,nan
2,0.09090909361839294,nan,0.09031818062067032,nan
3,0.09090909361839294,nan,0.09031818062067032,nan
4,0.09090909361839294,nan,0.09031818062067032,nan
5,0.09090909361839294,nan,0.09031818062067032,nan
6,0.09090909361839294,nan,0.09031818062067032,nan
7,0.09090909361839294,nan,0.09031818062067032,nan
8,0.09090909361839294,nan,0.09031818062067032,nan
9,0.09090909361839294,nan,0.09031818062067032,nan
10,0.09090909361839294,nan,0.09031818062067032,nan
11,0.09090909361839294,nan,0.09031818062067032,nan
0,0.0940636396408081,nan,0.09031818062067032,nan
1,0.09090909361839294,nan,0.09031818062067032,nan
2,0.09090909361839294,nan,0.09031818062067032,nan
3,0.09090909361839294,nan,0.09031818062067032,nan
4,0.09090909361839294,nan,0.09031818062067032,nan
5,0.09090909361839294,nan,0.09031818062067032,nan
6,0.09090909361839294,nan,0.09031818062067032,nan
7,0.09090909361839294,nan,0.09031818062067032,nan
8,0.09090909361839294,nan,0.09031818062067032,nan
9,0.09090909361839294,nan,0.09031818062067032,nan
10,0.09090909361839294,nan,0.09031818062067032,nan
11,0.09090909361839294,nan,0.09031818062067032,nan
0,0.10087272524833679,nan,0.09040909260511398,nan
1,0.09090909361839294,nan,0.09040909260511398,nan
2,0.09090909361839294,nan,0.09040909260511398,nan
3,0.09090909361839294,nan,0.09040909260511398,nan
4,0.09090909361839294,nan,0.09040909260511398,nan
5,0.09090909361839294,nan,0.09040909260511398,nan
6,0.09090909361839294,nan,0.09040909260511398,nan
